0,0,0,2,0,0
0,0,2,4,0,0
0,0,4,6,0,0
0,0,6,8,0,0
0,0,8,10,0,0
0,0,10,12,0,0
0,0,12,14,0,0
0,0,14,16,0,0
0,0,16,18,0,0
0,0,18,20,0,0
0,0,20,22,0,0
0,0,22,0,0,0
0,1,0,2,0,0
0,1,2,4,0,0
0,1,4,6,0,0
0,1,6,8,0,0
0,1,8,10,0,0
0,1,10,12,0,0
0,1,12,14,0,0
0,1,14,16,0,0
0,1,16,18,0,0
0,1,18,20,0,0
0,1,20,22,0,0
0,1,22,0,0,0
0,2,0,2,0,0
0,2,2,4,0,0
0,2,4,6,0,0
0,2,6,8,0,0
0,2,8,10,0,0
0,2,10,12,0,0
0,2,12,14,0,0
0,2,14,16,0,0
0,2,16,18,0,0
0,2,18,20,0,0
0,2,20,22,0,0
0,2,22,0,0,0
0,3,0,2,0,0
0,3,2,4,0,0
0,3,4,6,0,0
0,3,6,8,0,0
0,3,8,10,0,0
0,3,10,12,0,0
0,3,12,14,0,0
0,3,14,16,0,0
0,3,16,18,0,0
0,3,18,20,0,0
0,3,20,22,0,0
0,3,22,0,0,0
0,4,0,2,0,0
0,4,2,4,0,0
0,4,4,6,0,0
0,4,6,8,0,0
0,4,8,10,0,0
0,4,10,12,0,0
0,4,12,14,0,0
0,4,14,16,0,0
0,4,16,18,0,0
0,4,18,20,0,0
0,4,20,22,0,0
0,4,22,0,0,0
0,5,0,2,0,0
0,5,2,4,0,0
0,5,4,6,0,0
0,5,6,8,0,0
0,5,8,10,0,0
0,5,10,12,0,0
0,5,12,14,0,0
0,5,14,16,0,0
0,5,16,18,0,0
0,5,18,20,0,0
0,5,20,22,0,0
0,5,22,0,0,0
0,6,0,2,0,0
0,6,2,4,0,0
0,6,4,6,0,0
0,6,6,8,0,0
0,6,8,10,0,0
0,6,10,12,0,0
0,6,12,14,0,0
0,6,14,16,0,0
0,6,16,18,0,0
0,6,18,20,0,0
0,6,20,22,0,0
0,6,22,0,0,0
0,7,0,2,0,0
0,7,2,4,0,0
0,7,4,6,0,0
0,7,6,8,0,0
0,7,8,10,0,0
0,7,10,12,0,0
0,7,12,14,0,0
0,7,14,16,0,0
0,7,16,18,0,0
0,7,18,20,0,0
0,7,20,22,0,0
0,7,22,0,0,0
0,8,0,2,0,0
0,8,2,4,0,0
0,8,4,6,0,0
0,8,6,8,0,0
0,8,8,10,0,0
0,8,10,12,0,0
0,8,12,14,0,0
0,8,14,16,0,0
0,8,16,18,0,0
0,8,18,20,0,0
0,8,20,22,0,0
0,8,22,0,0,0
0,9,0,2,0,0
0,9,2,4,0,0
0,9,4,6,0,0
0,9,6,8,0,0
0,9,8,10,0,0
0,9,10,12,0,0
0,9,12,14,0,0
0,9,14,16,0,0
0,9,16,18,0,0
0,9,18,20,0,0
0,9,20,22,0,0
0,9,22,0,0,0
1,0,0,2,0,0
1,0,2,4,0,0
1,0,4,6,0,0
1,0,6,8,0,0
1,0,8,10,0,0
1,0,10,12,0,0
1,0,12,14,0,0
1,0,14,16,0,0
1,0,16,18,0,0
1,0,18,20,0,0
1,0,20,22,0,0
1,0,22,0,0,0
1,1,0,2,0,0
1,1,2,4,0,0
1,1,4,6,0,0
1,1,6,8,0,0
1,1,8,10,0,0
1,1,10,12,0,0
1,1,12,14,0,0
1,1,14,16,0,0
1,1,16,18,0,0
1,1,18,20,0,0
1,1,20,22,0,0
1,1,22,0,0,0
1,2,0,2,0,0
1,2,2,4,0,0
1,2,4,6,0,0
1,2,6,8,0,0
1,2,8,10,0,0
1,2,10,12,0,0
1,2,12,14,0,0
1,2,14,16,0,0
1,2,16,18,0,0
1,2,18,20,0,0
1,2,20,22,0,0
1,2,22,0,0,0
1,3,0,2,0,0
1,3,2,4,0,0
1,3,4,6,0,0
1,3,6,8,0,0
1,3,8,10,0,0
1,3,10,12,0,0
1,3,12,14,0,0
1,3,14,16,0,0
1,3,16,18,0,0
1,3,18,20,0,0
1,3,20,22,0,0
1,3,22,0,0,0
1,4,0,2,0,0
1,4,2,4,0,0
1,4,4,6,0,0
1,4,6,8,0,0
1,4,8,10,0,0
1,4,10,12,0,0
1,4,12,14,0,0
1,4,14,16,0,0
1,4,16,18,0,0
1,4,18,20,0,0
1,4,20,22,0,0
1,4,22,0,0,0
1,5,0,2,0,0
1,5,2,4,0,0
1,5,4,6,0,0
1,5,6,8,0,0
1,5,8,10,0,0
1,5,10,12,0,0
1,5,12,14,0,0
1,5,14,16,0,0
1,5,16,18,0,0
1,5,18,20,0,0
1,5,20,22,0,0
1,5,22,0,0,0
1,6,0,2,0,0
1,6,2,4,0,0
1,6,4,6,0,0
1,6,6,8,0,0
1,6,8,10,0,0
1,6,10,12,0,0
1,6,12,14,0,0
1,6,14,16,0,0
1,6,16,18,0,0
1,6,18,20,0,0
1,6,20,22,0,0
1,6,22,0,0,0
1,7,0,2,0,0
1,7,2,4,0,0
1,7,4,6,0,0
1,7,6,8,0,0
